MaxTempC,MinTempC,DownShortRadiation,MaxRelHumidity,MinRelHumidity,Precipitation,SpecHumidity,newMaxTempC,newMinTempC,dailyGDD,Year,cumGDDJan1,cumGDDMar1,Ordinal,Flight.Period
29.0815,15.3098,264.0531,95.6548,45.7172,0,11.2123,29.0815,15.3098,12.19565,2006,2330.1076,2183.1786,252,ABSENT
28.8218,18.1299,180.7011,87.1154,49.2476,0,12.4139,28.8218,18.1299,13.47585,2006,2343.58345,2196.65445,253,ABSENT
27.7215,14.8701,261.5746,100,44.401,0,11.2236,27.7215,14.8701,11.2958,2006,2354.87925,2207.95025,254,ABSENT
22.9613,13.6599,163.1431,99.1273,48.283,0,9.479,22.9613,13.6599,8.3106,2006,2363.18985,2216.26085,255,ABSENT
22.2223,12.9294,59.1956,100,55.8381,24.6903,11.7576,22.2223,12.9294,7.57585,2006,2370.7657,2223.8367,256,ABSENT
27.1017,17.4298,168.8274,100,62.4601,15.1776,13.0776,27.1017,17.4298,12.26575,2006,2383.03145,2236.10245,257,ABSENT
28.2421,14.9404,256.4089,100,46.4729,0,11.0375,28.2421,14.9404,11.59125,2006,2394.6227,2247.6937,258,ABSENT
27.0615,16.6102,204.7113,92.2218,45.1741,0,10.7211,27.0615,16.6102,11.83585,2006,2406.45855,2259.52955,259,ABSENT
27.6022,14.7399,213.2647,96.2203,47.3236,0,10.6825,27.6022,14.7399,11.17105,2006,2417.6296,2270.7006,260,ABSENT
28.6518,16.0696,206.1997,89.8009,48.7743,0,11.9254,28.6518,16.0696,12.3607,2006,2429.9903,2283.0613,261,ABSENT
31.2514,19.3505,176.4514,100,50.7689,17.7309,14.3637,30,19.3505,14.67525,2006,2444.66555,2297.73655,262,ABSENT
24.0416,14.3002,238.0225,98.5384,37.1746,0,8.472,24.0416,14.3002,9.1709,2006,2453.83645,2306.90745,263,ABSENT
21.5517,11.4695,209.9107,83.453,40.9604,0,7.2447,21.5517,11.4695,6.5106,2006,2460.34705,2313.41805,264,ABSENT
25.9919,10.8199,130.566,92.676,54.4113,0,10.6958,25.9919,10.8199,8.4059,2006,2468.75295,2321.82395,265,ABSENT
31.3116,17.7394,189.8742,100,50.6824,0,14.6758,30,17.7394,13.8697,2006,2482.62265,2335.69365,266,ABSENT
31.6222,20.76,148.4002,100,52.1459,0,15.4251,30,20.76,15.38,2006,2498.00265,2351.07365,267,ABSENT
26.7121,16.4097,162.3551,98.4594,44.0531,0,11.5159,26.7121,16.4097,11.5609,2006,2509.56355,2362.63455,268,ABSENT
25.2422,12.7805,237.2951,88.945,37.633,0,7.9667,25.2422,12.7805,9.01135,2006,2518.5749,2371.6459,269,ABSENT
24.0923,12.6504,149.7405,83.4938,40.2259,0,7.8461,24.0923,12.6504,8.37135,2006,2526.94625,2380.01725,270,ABSENT
28.0214,14.2205,210.5775,89.515,45.9977,20.7356,10.7437,28.0214,14.2205,11.12095,2006,2538.0672,2391.1382,271,ABSENT
20.6922,11.4801,235.7528,100,36.0715,0,6.769,20.6922,11.4801,6.08615,2006,2544.15335,2397.22435,272,ABSENT
25.1761,9.1736,225.3001,85.8381,38.0982,0,7.061,25.1761,10,7.58805,2006,2551.7414,2404.8124,273,ABSENT
28.1264,12.0641,198.2323,95.7753,37.9513,0,8.4724,28.1264,12.0641,10.09525,2006,2561.83665,2414.90765,274,ABSENT
26.326,13.0643,232.19,92.7227,31.3619,0,7.6834,26.326,13.0643,9.69515,2006,2571.5318,2424.6028,275,ABSENT
27.8761,11.8846,230.0011,82.2385,33.0306,0,7.6569,27.8761,11.8846,9.88035,2006,2581.41215,2434.48315,276,ABSENT
29.9256,12.6445,224.896,98.8667,40.4215,0,10.2263,29.9256,12.6445,11.28505,2006,2592.6972,2445.7682,277,ABSENT
30.4262,15.0741,221.6632,100,38.4229,0,10.7834,30,15.0741,12.53705,2006,2605.23425,2458.30525,278,ABSENT
23.8456,10.1645,146.0565,100,38.8391,4.1744,9.8628,23.8456,10.1645,7.00505,2006,2612.2393,2465.3103,279,ABSENT
17.5955,9.5043,126.2152,100,52.9477,10.344,7.7963,17.5955,10,3.79775,2006,2616.03705,2469.10805,280,ABSENT
23.9955,8.2437,148.9121,100,59.699,3.9904,10.1415,23.9955,10,6.99775,2006,2623.0348,2476.1058,281,ABSENT
20.0854,13.8745,56.8989,100,59.4199,0.8729,10.4638,20.0854,13.8745,6.97995,2006,2630.01475,2483.08575,282,ABSENT
25.476,14.7645,158.8798,100,48.9876,0,10.1212,25.476,14.7645,10.12025,2006,2640.135,2493.206,283,ABSENT
24.2659,14.1841,128.761,99.3589,49.8883,0,10.9165,24.2659,14.1841,9.225,2006,2649.36,2502.431,284,ABSENT
25.8054,13.1147,212.4632,100,31.6513,0,8.7118,25.8054,13.1147,9.46005,2006,2658.82005,2511.89105,285,ABSENT
17.4362,11.3347,102.9122,80.8491,31.6453,0,6.2042,17.4362,11.3347,4.38545,2006,2663.2055,2516.2765,286,ABSENT
17.6262,4.1737,218.3227,97.0381,26.1248,0,3.9084,17.6262,10,3.8131,2006,2667.0186,2520.0896,287,ABSENT
18.2354,1.594,215.3256,76.7756,25.5486,0,3.4698,18.2354,10,4.1177,2006,2671.1363,2524.2073,288,ABSENT
20.4054,5.0543,143.679,77.8494,29.6127,0,5.4717,20.4054,10,5.2027,2006,2676.339,2529.41,289,ABSENT
21.3262,11.7439,42.0349,100,43.6315,24.0549,11.7358,21.3262,11.7439,6.53505,2006,2682.87405,2535.94505,290,ABSENT
27.006,18.3843,139.6044,100,61.1521,0.4869,13.3983,27.006,18.3843,12.69515,2006,2695.5692,2548.6402,291,ABSENT
26.7558,16.2537,125.966,100,61.773,0,13.7105,26.7558,16.2537,11.50475,2006,2707.07395,2560.14495,292,ABSENT
26.9458,12.8239,184.5872,100,44.8003,0.4632,10.9912,26.9458,12.8239,9.88485,2006,2716.9588,2570.0298,293,ABSENT
19.5057,7.8943,183.577,93.4232,38.3366,0,6.038,19.5057,10,4.75285,2006,2721.71165,2574.78265,294,ABSENT
18.2862,6.6643,49.248,100,45.6139,6.1221,8.6238,18.2862,10,4.1431,2006,2725.85475,2578.92575,295,ABSENT
14.1754,4.3542,184.1898,100,39.7241,0,4.8991,14.1754,10,2.0877,2006,2727.94245,2581.01345,296,ABSENT
10.2653,0.154,174.9293,81.1302,34.0988,0,3.0521,10.2653,10,0.13265,2006,2728.0751,2581.1461,297,ABSENT
12.826,-2.6063,191.4636,89.0322,36.2739,0,3.0887,12.826,10,1.413,2006,2729.4881,2582.5591,298,ABSENT
14.4056,1.0839,97.8071,81.5667,38.1217,0,3.8796,14.4056,10,2.2028,2006,2731.6909,2584.7619,299,ABSENT
18.8257,7.1145,48.1367,100,43.2793,26.0382,8.7546,18.8257,10,4.41285,2006,2736.10375,2589.17475,300,ABSENT
20.8658,6.8636,180.1691,100,42.1133,0.5938,7.9703,20.8658,10,5.4329,2006,2741.53665,2594.60765,301,ABSENT
19.4455,2.5942,184.5603,82.3086,31.9229,0,4.6324,19.4455,10,4.72275,2006,2746.2594,2599.3304,302,ABSENT
23.1054,5.3439,181.4218,89.2364,37.0935,0,5.9683,23.1054,10,6.5527,2006,2752.8121,2605.8831,303,ABSENT
24.3343,8.2895,168.2684,93.9082,42.4141,0,7.8216,24.3343,10,7.16715,2006,2759.97925,2613.05025,304,ABSENT
25.5445,12.879,166.3961,93.3343,36.4534,0,8.3358,25.5445,12.879,9.21175,2006,2769.191,2622.262,305,ABSENT
21.4951,6.5095,147.3496,95.925,34.4987,0,6.945,21.4951,10,5.74755,2006,2774.93855,2628.00955,306,ABSENT
9.9052,-1.5603,176.0473,74.3378,25.7203,0,2.4133,10,10,0,2006,2774.93855,2628.00955,307,ABSENT
10.4648,-5.1414,168.1067,74.1154,28.1824,0,2.1475,10.4648,10,0.2324,2006,2775.17095,2628.24195,308,ABSENT
13.8755,-5.7605,170.6997,82.4704,29.0825,0,2.7096,13.8755,10,1.93775,2006,2777.1087,2630.1797,309,ABSENT
18.625,-0.8908,160.045,91.8991,36.4874,0,5.1237,18.625,10,4.3125,2006,2781.4212,2634.4922,310,ABSENT
20.6851,7.3995,50.6826,100,54.3199,54.3448,9.354,20.6851,10,5.34255,2006,2786.76375,2639.83475,311,ABSENT
21.5446,11.1893,156.0983,100,51.4024,2.1139,8.5514,21.5446,11.1893,6.36695,2006,2793.1307,2646.2017,312,ABSENT
23.4052,10.4986,148.4002,94.6036,42.9488,0,7.5612,23.4052,10.4986,6.9519,2006,2800.0826,2653.1536,313,ABSENT
26.2446,9.4691,155.3777,85.6662,36.3591,0,7.5374,26.2446,10,8.1223,2006,2808.2049,2661.2759,314,ABSENT
26.045,11.4989,150.2591,96.1586,42.529,0,9.2127,26.045,11.4989,8.77195,2006,2816.97685,2670.04785,315,ABSENT
16.7255,7.3795,90.7287,100,41.2383,17.6834,5.9551,16.7255,10,3.36275,2006,2820.3396,2673.4106,316,ABSENT
19.3853,5.7696,120.4164,83.3309,52.323,0,6.0201,19.3853,10,4.69265,2006,2825.03225,2678.10325,317,ABSENT
21.4348,9.1689,152.1785,88.0028,40.117,0,6.4273,21.4348,10,5.7174,2006,2830.74965,2683.82065,318,ABSENT
21.8752,8.959,94.2174,84.0687,47.3088,0,7.9714,21.8752,10,5.9376,2006,2836.68725,2689.75825,319,ABSENT
20.7052,8.789,82.5053,100,54.994,35.9072,8.7974,20.7052,10,5.3526,2006,2842.03985,2695.11085,320,ABSENT
15.5047,3.8195,145.6524,96.2885,41.0857,0,4.8399,15.5047,10,2.75235,2006,2844.7922,2697.8632,321,ABSENT
13.1955,1.2996,110.4487,91.562,41.5726,0,4.2926,13.1955,10,1.59775,2006,2846.38995,2699.46095,322,ABSENT
13.9251,2.1392,146.8242,79.9288,40.5274,0.3088,4.0782,13.9251,10,1.96255,2006,2848.3525,2701.4235,323,ABSENT
11.6052,4.7588,64.5364,82.8233,39.8753,0,4.2031,11.6052,10,0.8026,2006,2849.1551,2702.2261,324,ABSENT
8.7447,1.1191,28.639,100,49.8917,37.368,4.1977,10,10,0,2006,2849.1551,2702.2261,325,ABSENT
10.2145,5.3791,33.5219,100,72.5963,69.0592,5.495,10.2145,10,0.10725,2006,2849.26235,2702.33335,326,ABSENT
12.205,4.6896,67.2438,93.0928,64.2048,0,5.4004,12.205,10,1.1025,2006,2850.36485,2703.43585,327,ABSENT
17.5046,5.0988,140.0287,93.6122,41.1885,0,5.1976,17.5046,10,3.7523,2006,2854.11715,2707.18815,328,ABSENT
16.5944,0.4894,144.4603,82.9701,34.6528,0,4.0645,16.5944,10,3.2972,2006,2857.41435,2710.48535,329,ABSENT
17.8647,0.2291,140.1499,93.9004,45.2966,0,5.1233,17.8647,10,3.93235,2006,2861.3467,2714.4177,330,ABSENT
21.1952,5.2794,136.3985,93.2845,50.7271,0,6.7912,21.1952,10,5.5976,2006,2866.9443,2720.0153,331,ABSENT
23.1455,8.4489,130.1485,94.4231,54.2561,0,8.5635,23.1455,10,6.57275,2006,2873.51705,2726.58805,332,ABSENT
23.9152,12.7887,100.4068,97.8603,51.6912,0,9.7674,23.9152,12.7887,8.35195,2006,2881.869,2734.94,333,ABSENT
25.391,10.8223,121.851,98.4316,54.7442,2.975,10.4101,25.391,10.8223,8.10665,2006,2889.97565,2743.04665,334,ABSENT
23.6414,11.4824,60.8322,100,55.3081,3.7707,9.4257,23.6414,11.4824,7.5619,2006,2897.53755,2750.60855,335,ABSENT
14.8519,3.2227,133.4351,92.2668,28.6905,0,3.8446,14.8519,10,2.42595,2006,2899.9635,2753.0345,336,ABSENT
10.9618,-0.5472,44.3786,98.5865,36.3559,2.8621,4.2576,10.9618,10,0.4809,2006,2900.4444,2753.5154,337,ABSENT
8.5215,-2.5371,134.1558,100,32.3726,0,2.7096,10,10,0,2006,2900.4444,2753.5154,338,ABSENT
11.7516,-4.4379,131.7177,74.0783,25.7763,0,2.1171,11.7516,10,0.8758,2006,2901.3202,2754.3912,339,ABSENT
14.5508,-3.9571,109.755,83.1666,33.0413,0,3.5363,14.5508,10,2.2754,2006,2903.5956,2756.6666,340,ABSENT
16.631,-1.4278,121.5412,98.847,33.048,0,3.6453,16.631,10,3.3155,2006,2906.9111,2759.9821,341,ABSENT
3.7118,-7.7669,133.8729,63.6631,20.2956,0,1.2102,10,10,0,2006,2906.9111,2759.9821,342,ABSENT
6.3917,-9.2478,134.3174,60.2968,19.255,0,1.2168,10,10,0,2006,2906.9111,2759.9821,343,ABSENT
11.6914,-6.8569,130.263,59.4437,22.8598,0,1.8742,11.6914,10,0.8457,2006,2907.7568,2760.8278,344,ABSENT
15.7208,-1.1968,109.3778,76.8949,33.7795,0,3.0252,15.7208,10,2.8604,2006,2910.6172,2763.6882,345,ABSENT
16.5708,-2.3671,127.6026,86.6386,39.0654,0,4.2374,16.5708,10,3.2854,2006,2913.9026,2766.9736,346,ABSENT
18.141,7.573,38.6202,100,52.3703,0,7.1182,18.141,10,4.0705,2006,2917.9731,2771.0441,347,ABSENT
21.0618,7.4921,121.7971,100,51.0775,0,6.996,21.0618,10,5.5309,2006,2923.504,2776.575,348,ABSENT
21.1114,7.4429,122.969,100,40.125,0,6.3183,21.1114,10,5.5557,2006,2929.0597,2782.1307,349,ABSENT
18.0808,2.8627,124.8076,91.1066,30.8454,0,4.2876,18.0808,10,4.0404,2006,2933.1001,2786.1711,350,ABSENT
20.5211,2.7724,122.7467,88.1929,41.4099,0,5.4148,20.5211,10,5.26055,2006,2938.36065,2791.43165,351,ABSENT
22.6308,5.7121,121.5277,100,43.1954,0,6.3922,22.6308,10,6.3154,2006,2944.67605,2797.74705,352,ABSENT
20.6013,6.2023,109.8493,94.8708,37.8679,0,5.8652,20.6013,10,5.30065,2006,2949.9767,2803.0477,353,ABSENT
13.3808,2.4429,124.1139,100,30.4895,0,3.8719,13.3808,10,1.6904,2006,2951.6671,2804.7381,354,ABSENT
16.1115,4.1221,35.8656,93.3957,39.9105,0,5.9816,16.1115,10,3.05575,2006,2954.72285,2807.79385,355,ABSENT
21.0417,9.9123,43.8061,100,61.3583,23.3186,8.948,21.0417,10,5.52085,2006,2960.2437,2813.3147,356,ABSENT
23.0215,10.3931,96.1975,100,51.0924,3.6341,8.5615,23.0215,10.3931,6.7073,2006,2966.951,2820.022,357,ABSENT
17.5212,5.1821,123.8445,100,34.5296,0,5.0291,17.5212,10,3.7606,2006,2970.7116,2823.7826,358,ABSENT
21.3309,4.9523,36.9971,100,44.7267,41.4118,8.0049,21.3309,10,5.66545,2006,2976.37705,2829.44805,359,ABSENT
17.9013,4.5032,92.702,100,48.6618,0,5.5133,17.9013,10,3.95065,2006,2980.3277,2833.3987,360,ABSENT
10.9512,-1.6072,126.6328,94.1676,36.4854,0,2.9583,10.9512,10,0.4756,2006,2980.8033,2833.8743,361,ABSENT
13.4316,-1.5568,126.2893,79.8092,38.8028,0,3.1545,13.4316,10,1.7158,2006,2982.5191,2835.5901,362,ABSENT
17.0914,-0.4276,113.1359,91.1114,42.5063,0,6.4487,17.0914,10,3.5457,2006,2986.0648,2839.1358,363,ABSENT
16.1517,0.5527,80.2289,100,45.0694,0,5.0735,16.1517,10,3.07585,2006,2989.14065,2842.21165,364,ABSENT
16.8081,10.3779,42.9306,100,56.0658,0,7.2396,16.8081,10.3779,3.593,2006,2992.73365,2845.80465,365,ABSENT
21.0874,10.5678,53.0682,93.1696,55.1811,1.8042,7.7733,21.0874,10.5678,5.8276,2007,5.8276,-1,1,ABSENT
12.2072,1.7576,130.5143,75.0728,33.667,0,3.1329,12.2072,10,1.1036,2007,6.9312,-1,2,ABSENT
14.9071,-1.1722,116.8147,71.4424,41.8022,0,4.1282,14.9071,10,2.45355,2007,9.38475,-1,3,ABSENT
21.847,8.8768,100.736,82.0236,49.4605,0,7.4486,21.847,10,5.9235,2007,15.30825,-1,4,ABSENT
25.1181,14.2568,92.852,84.4796,52.7694,16.6522,9.4068,25.1181,14.2568,9.68745,2007,24.9957,-1,5,ABSENT
21.2277,11.4868,127.0052,94.1618,40.3351,5.9305,7.0032,21.2277,11.4868,6.35725,2007,31.35295,-1,6,ABSENT
17.9972,9.4474,51.8126,80.1563,42.6209,4.0391,7.2867,17.9972,10,3.9986,2007,35.35155,-1,7,ABSENT
18.3875,3.5475,88.378,90.7166,38.969,5.5108,5.95,18.3875,10,4.19375,2007,39.5453,-1,8,ABSENT
11.3072,-1.1331,108.1971,63.268,28.0253,0,2.5615,11.3072,10,0.6536,2007,40.1989,-1,9,ABSENT
6.1081,-2.9828,138.3191,63.8504,28.1401,0,1.8751,10,10,0,2007,40.1989,-1,10,ABSENT
9.9874,-4.4828,138.2662,58.096,26.7109,0,2.1033,10,10,0,2007,40.1989,-1,11,ABSENT
18.1474,0.077,105.4744,80.0275,35.9674,0,5.4196,18.1474,10,4.0737,2007,44.2726,-1,12,ABSENT
21.6279,9.8776,125.0094,80.476,45.1228,0,6.8097,21.6279,10,5.81395,2007,50.08655,-1,13,ABSENT
24.0077,10.7472,131.3074,81.5482,45.3291,0,7.575,24.0077,10.7472,7.37745,2007,57.464,-1,14,ABSENT
23.8771,12.3277,123.8331,82.0018,44.3076,0,7.9212,23.8771,12.3277,8.1024,2007,65.5664,-1,15,ABSENT
18.417,4.937,52.0902,79.5596,44.6437,0,6.319,18.417,10,4.2085,2007,69.7749,-1,16,ABSENT
6.3482,-3.0322,137.7706,66.8111,28.0193,0,1.9576,10,10,0,2007,69.7749,-1,17,ABSENT
3.098,-3.2025,37.538,86.1305,34.9434,10.7163,2.6522,10,10,0,2007,69.7749,-1,18,ABSENT
11.5879,-0.4832,137.6516,88.5995,33.4156,0,2.8792,11.5879,10,0.79395,2007,70.56885,-1,19,ABSENT
7.3479,-3.4624,147.2936,59.9197,25.1119,0,1.7718,10,10,0,2007,70.56885,-1,20,ABSENT
4.2774,-2.2523,40.5185,58.926,28.1851,17.5135,2.3289,10,10,0,2007,70.56885,-1,21,ABSENT
12.0877,0.6671,107.9989,90.5821,57.0831,5.0366,4.0242,12.0877,10,1.04385,2007,71.6127,-1,22,ABSENT
10.0773,1.3079,138.0151,83.9299,37.2681,0,3.343,10.0773,10,0.03865,2007,71.65135,-1,23,ABSENT
10.7175,0.4175,147.5249,71.4185,35.1264,0,2.8505,10.7175,10,0.35875,2007,72.0101,-1,24,ABSENT
8.7772,-1.6726,122.5642,65.9586,31.4154,0,2.3031,10,10,0,2007,72.0101,-1,25,ABSENT
7.3675,-6.1726,154.7282,61.3148,25.7471,0,1.7376,10,10,0,2007,72.0101,-1,26,ABSENT
13.9677,-2.8724,155.0388,67.9078,29.6986,0.4579,2.814,13.9677,10,1.98385,2007,73.99395,-1,27,ABSENT
13.4679,0.5475,95.8457,82.0148,36.1882,0.883,3.4812,13.4679,10,1.73395,2007,75.7279,-1,28,ABSENT
2.7877,-7.8129,161.8193,57.6881,24.5387,0,1.1562,10,10,0,2007,75.7279,-1,29,ABSENT
7.9376,-5.9724,153.1091,45.4168,25.4612,0,1.5654,10,10,0,2007,75.7279,-1,30,ABSENT
5.2131,-5.5928,165.6721,66.84,23.2369,0,1.3365,10,10,0,2007,75.7279,-1,31,ABSENT
4.7637,-3.4533,50.0944,76.8008,20.254,22.501,2.1729,10,10,0,2007,75.7279,-1,32,ABSENT
16.4029,1.1675,114.4819,79.1001,47.646,1.3954,3.806,16.4029,10,3.20145,2007,78.92935,-1,33,ABSENT
9.804,-0.3727,163.8811,66.8365,20.8625,0,1.9952,10,10,0,2007,78.92935,-1,34,ABSENT
11.8132,-3.053,161.0527,46.2902,22.0831,0,1.8271,11.8132,10,0.9066,2007,79.83595,-1,35,ABSENT
5.953,-4.8232,174.402,55.2483,18.3061,0,1.3147,10,10,0,2007,79.83595,-1,36,ABSENT
6.2238,-7.2032,172.2278,43.7333,18.3342,0,1.2738,10,10,0,2007,79.83595,-1,37,ABSENT
13.5639,-0.0829,124.2362,61.2021,23.9145,0,2.6511,13.5639,10,1.78195,2007,81.6179,-1,38,ABSENT
10.0835,-2.5928,155.7922,58.8281,20.6666,0,1.8283,10.0835,10,0.04175,2007,81.65965,-1,39,ABSENT
7.6433,-3.1726,152.1046,48.8803,14.4457,0,1.425,10,10,0,2007,81.65965,-1,40,ABSENT
7.7837,-3.153,181.4071,42.9565,19.0191,0,1.3346,10,10,0,2007,81.65965,-1,41,ABSENT
10.5131,-5.6825,183.5748,50.5594,18.1785,0,1.3973,10.5131,10,0.25655,2007,81.9162,-1,42,ABSENT
15.4537,-1.0227,102.9235,47.1268,21.9736,0,2.9161,15.4537,10,2.72685,2007,84.64305,-1,43,ABSENT
19.3736,7.447,114.6075,70.0571,36.5795,15.6548,5.5054,19.3736,10,4.6868,2007,89.32985,-1,44,ABSENT
17.064,-1.1929,119.782,82.9486,33.2654,0,3.7301,17.064,10,3.532,2007,92.86185,-1,45,ABSENT
6.7434,-3.2427,189.6811,50.8522,17.4848,0,1.2768,10,10,0,2007,92.86185,-1,46,ABSENT
6.2829,-3.4325,169.2671,38.8905,18.2055,0,1.126,10,10,0,2007,92.86185,-1,47,ABSENT
9.7929,-5.0223,114.6471,43.0724,20.5343,0,1.6355,10,10,0,2007,92.86185,-1,48,ABSENT
7.663,-4.3631,166.1611,60.4336,26.0417,0,1.77,10,10,0,2007,92.86185,-1,49,ABSENT
9.314,-7.2826,196.7986,53.9187,23.6527,0,1.5602,10,10,0,2007,92.86185,-1,50,ABSENT
16.5137,0.2369,115.5789,60.446,28.9487,0,3.8444,16.5137,10,3.25685,2007,96.1187,-1,51,ABSENT
21.3041,10.0271,132.5101,71.1034,37.9646,0,5.5843,21.3041,10.0271,5.6656,2007,101.7843,-1,52,ABSENT
21.9135,5.2074,193.4546,71.2226,23.2323,0,3.9424,21.9135,10,5.95675,2007,107.74105,-1,53,ABSENT
12.7636,-1.293,204.6165,55.58,19.1931,0,1.9333,12.7636,10,1.3818,2007,109.12285,-1,54,ABSENT
13.2635,-1.9533,204.5372,48.4512,18.8782,0,1.8319,13.2635,10,1.63175,2007,110.7546,-1,55,ABSENT
20.6429,3.6269,73.2244,75.8327,23.6673,13.6489,5.2618,20.6429,10,5.32145,2007,116.07605,-1,56,ABSENT
19.9239,8.7169,202.7529,80.7365,25.7627,0,4.3604,19.9239,10,4.96195,2007,121.038,-1,57,ABSENT
19.7836,3.957,208.1125,64.331,22.7263,0,3.4082,19.7836,10,4.8918,2007,125.9298,-1,58,ABSENT
18.3998,2.434,211.615,59.8757,22.6021,0,3.2549,18.3998,10,4.1999,2007,130.1297,-1,59,ABSENT
24.1197,3.3243,154.2392,77.9059,33.1373,11.7356,6.7828,24.1197,10,7.05985,2007,137.18955,7.05985,60,ABSENT
23.3502,8.0935,205.6342,88.2382,27.3927,8.6287,6.1049,23.3502,10,6.6751,2007,143.86465,13.73495,61,ABSENT
19.6002,2.3339,214.2585,57.8868,18.9969,0,3.1484,19.6002,10,4.8001,2007,148.66475,18.53505,62,ABSENT
10.0995,-0.5465,187.791,65.7911,22.6636,0,2.3296,10.0995,10,0.04975,2007,148.7145,18.5848,63,ABSENT
16.0803,-2.7665,230.3438,60.0769,24.0331,0,2.4026,16.0803,10,3.04015,2007,151.75465,21.62495,64,ABSENT
11.6396,-0.5959,231.9232,62.3868,22.9577,0,2.3864,11.6396,10,0.8198,2007,152.57445,22.44475,65,ABSENT
21.73,-0.3164,204.7619,73.5946,33.3648,0,4.1581,21.73,10,5.865,2007,158.43945,28.30975,66,ABSENT
15.8095,1.2745,231.0179,76.0079,31.2496,0,3.604,15.8095,10,2.90475,2007,161.3442,31.2145,67,ABSENT
16.67,-1.2861,167.7604,74.3546,41.4097,0,3.8193,16.67,10,3.335,2007,164.6792,34.5495,68,ABSENT
23.0301,5.0544,208.205,78.2555,34.9025,0,5.6009,23.0301,10,6.51505,2007,171.19425,41.06455,69,ABSENT
22.1499,9.7545,176.6886,75.573,28.8486,0,5.3845,22.1499,10,6.07495,2007,177.2692,47.1395,70,ABSENT
19.9301,4.1939,145.311,73.3524,30.7195,0,4.7822,19.9301,10,4.96505,2007,182.23425,52.10455,71,ABSENT
26.7494,8.2844,236.1659,76.0197,26.3998,0,5.7207,26.7494,10,8.3747,2007,190.60895,60.47925,72,ABSENT
28.1504,11.2234,200.2218,75.5662,29.2628,0,6.7216,28.1504,11.2234,9.6869,2007,200.29585,70.16615,73,ABSENT
26.3197,13.2641,133.6534,77.0832,30.3429,0,7.9219,26.3197,13.2641,9.7919,2007,210.08775,79.95805,74,ABSENT
22.2299,6.544,102.3089,91.1511,39.9823,39.5566,6.8222,22.2299,10,6.11495,2007,216.2027,86.073,75,ABSENT
10.39,-0.176,180.3365,73.8303,26.271,0,2.4981,10.39,10,0.195,2007,216.3977,86.268,76,ABSENT
10.3001,-1.676,247.3873,56.3961,23.1811,0,1.7932,10.3001,10,0.15005,2007,216.54775,86.41805,77,ABSENT
18.3801,-0.6557,254.8088,48.4419,26.2614,0,2.9408,18.3801,10,4.19005,2007,220.7378,90.6081,78,ABSENT
22.0304,7.0237,110.4176,69.3713,34.3824,0,5.4782,22.0304,10,6.0152,2007,226.753,96.6233,79,ABSENT
18.1302,10.4838,89.3957,74.2547,37.5146,0,6.0215,18.1302,10.4838,4.307,2007,231.06,100.9303,80,ABSENT
23.9104,11.0336,146.7583,79.0988,43.7113,0,7.0467,23.9104,11.0336,7.472,2007,238.532,108.4023,81,ABSENT
28.3105,11.404,251.2401,79.0439,34.9263,0,7.4968,28.3105,11.404,9.85725,2007,248.38925,118.25955,82,ABSENT
29.5896,14.0037,200.0368,77.2469,34.6461,0,7.9344,29.5896,14.0037,11.79665,2007,260.1859,130.0562,83,ABSENT
28.2194,14.1544,249.7796,69.1257,32.5944,0,7.4511,28.2194,14.1544,11.1869,2007,271.3728,141.2431,84,ABSENT
21.1096,9.3438,125.4323,76.3616,36.5474,0,6.1487,21.1096,10,5.5548,2007,276.9276,146.7979,85,ABSENT
29.3496,11.9435,197.8229,78.0556,37.1226,0,7.9831,29.3496,11.9435,10.64655,2007,287.57415,157.44445,86,ABSENT
31.0202,15.5336,243.1711,71.9688,30.3574,0,8.1903,30,15.5336,12.7668,2007,300.34095,170.21125,87,ABSENT
20.0803,8.2338,55.3284,77.1934,30.5909,1.995,5.0697,20.0803,10,5.04015,2007,305.3811,175.2514,88,ABSENT
21.2905,4.9439,274.6081,63.5027,21.7974,0,3.4337,21.2905,10,5.64525,2007,311.02635,180.89665,89,ABSENT
24.4472,10.2997,173.3975,59.5865,25.3389,0,6.1439,24.4472,10.2997,7.37345,2007,318.3998,188.2701,90,ABSENT
26.8466,13.7989,196.5012,76.6126,39.7743,1.1719,8.4531,26.8466,13.7989,10.32275,2007,328.72255,198.59285,91,ABSENT
29.5071,16.9496,231.4738,77.8723,34.307,0,8.9445,29.5071,16.9496,13.22835,2007,341.9509,211.8212,92,ABSENT
30.3172,16.0892,259.4546,72.2359,27.4111,4.6059,8.5276,30,16.0892,13.0446,2007,354.9955,224.8658,93,ABSENT
29.2166,12.8799,260.9746,88.7855,26.9434,0,7.7328,29.2166,12.8799,11.04825,2007,366.04375,235.91405,94,ABSENT
16.0668,4.4689,286.4706,57.5279,23.2965,0,3.0591,16.0668,10,3.0334,2007,369.07715,238.94745,95,ABSENT
13.9862,-0.0806,234.1966,60.1006,24.4888,0,2.6374,13.9862,10,1.9931,2007,371.07025,240.94055,96,ABSENT
10.0367,1.6391,253.9959,57.4157,21.3898,0,2.0273,10.0367,10,0.01835,2007,371.0886,240.9589,97,ABSENT
12.8166,-2.441,293.7929,50.6001,22.2045,0,1.8393,12.8166,10,1.4083,2007,372.4969,242.3672,98,ABSENT
13.6464,0.3496,161.6078,48.8833,22.4122,0,2.1117,13.6464,10,1.8232,2007,374.3201,244.1904,99,ABSENT
